
RCP4.5_WITH SUPPLEMENTARY EXTENSION SCP45to3PD__MIDYEAR__CONCENTRATIONS____________________________
CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.
RUN:               RCP45SCP45to3PD, FINAL RELEASE, 30 May 2010
RCP4.5 CONTACT:    MiniCAM group, Allison Thomson (Allison.Thomson@pnl.gov)
DATE:              30/5/2010 01:02:33
MAGICC-VERSION:    6.3.09, 25 November 2009
FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren et al. 
DOCUMENTATION:     M. Meinshausen, S. Smith et al. (2011) "The RCP GHG concentrations and their extension from 1765 to 2300", DOI 10.1007/s10584-011-0156-z, Climatic Change.
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb
FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps
NOTE:              RCP4.5 starts 2005; 20th century data and earlier is provided for convenience; supplementary extension so that RCP3PD levels reached by 2250.

COLUMN_DESCRIPTION________________________________________
1. CO2EQ            - (For Information only, not CMIP5 recommendation) CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all (efficacy-adjusted) anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).
2. KYOTO-CO2EQ      - (For information only, not CMIP5 recommendation) As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).
3. CO2              - Atmospheric CO2 concentrations
4. CH4              - Atmospheric CH4 concentrations
5. N2O              - Atmospheric N2O concentrations
6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.
7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol


 &THISFILE_SPECIFICATIONS
 THISFILE_DATACOLUMNS    =          35,
 THISFILE_FIRSTYEAR      =        1765,
 THISFILE_LASTYEAR       =        2500,
 THISFILE_ANNUALSTEPS    =           1,
 THISFILE_FIRSTDATAROW   =          40,
 THISFILE_UNITS          =  SEE ROW 38,
 THISFILE_DATTYPE        =  RCPDAT
/

   COLUMN:                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
      2330      0.35728414E+03      0.39992079E+03      0.35484247E+03      0.12535872E+04      0.33956718E+03      0.88926587E+03      0.23243596E+02      0.15799260E+03      0.13485701E+02      0.31859526E+00      0.19012689E+02      0.45429156E+02      0.39019530E+01      0.33340906E+02      0.43107614E+03      0.12871701E+03      0.71362446E-01      0.27903135E+02      0.28740867E+02      0.98817825E-01      0.11947100E+02      0.82814758E+00      0.46306255E+01      0.72992889E+01      0.36871883E-04      0.37220330E-27      0.95284157E-08      0.39979958E-06      0.13475871E-05      0.13538275E-07      0.12306491E-49      0.13540967E-01      0.11782375E-07      0.65736611E+01      0.53802891E+03
      2331      0.35706884E+03      0.39968373E+03      0.35463311E+03      0.12535822E+04      0.33956154E+03      0.88929531E+03      0.23081565E+02      0.15799282E+03      0.13485699E+02      0.31859580E+00      0.19012524E+02      0.45426576E+02      0.39021217E+01      0.33343727E+02      0.43108864E+03      0.12873515E+03      0.71367249E-01      0.27902904E+02      0.28740857E+02      0.96472080E-01      0.11816330E+02      0.81749353E+00      0.46136684E+01      0.72945648E+01      0.35343428E-04      0.30433700E-27      0.87607003E-08      0.35871584E-06      0.12738187E-05      0.12693438E-07      0.87172105E-50      0.13313612E-01      0.11184422E-07      0.65695846E+01      0.53802891E+03
      2332      0.35686697E+03      0.39946170E+03      0.35443725E+03      0.12535727E+04      0.33955596E+03      0.88932198E+03      0.22921260E+02      0.15799303E+03      0.13485698E+02      0.31859634E+00      0.19012357E+02      0.45424164E+02      0.39022710E+01      0.33346410E+02      0.43109903E+03      0.12875284E+03      0.71371827E-01      0.27902573E+02      0.28740846E+02      0.94182585E-01      0.11686968E+02      0.80697462E+00      0.45967704E+01      0.72898429E+01      0.33878061E-04      0.24884311E-27      0.80548107E-08      0.32185233E-06      0.12040856E-05      0.11901273E-07      0.61747704E-50      0.13090034E-01      0.10616770E-07      0.65682054E+01      0.53802891E+03
      2333      0.35668033E+03      0.39925642E+03      0.35425561E+03      0.12535823E+04      0.33955042E+03      0.88935467E+03      0.22762791E+02      0.15799325E+03      0.13485696E+02      0.31859688E+00      0.19012202E+02      0.45423467E+02      0.39024470E+01      0.33349173E+02      0.43111306E+03      0.12877057E+03      0.71376575E-01      0.27902805E+02      0.28740835E+02      0.91949852E-01      0.11559104E+02      0.79659767E+00      0.45799450E+01      0.72851271E+01      0.32474319E-04      0.20347298E-27      0.74058855E-08      0.28878147E-06      0.11381789E-05      0.11158692E-07      0.43738521E-50      0.12870350E-01      0.10078073E-07      0.65695121E+01      0.53802891E+03
      2334      0.35650829E+03      0.39906680E+03      0.35408635E+03      0.12536365E+04      0.33954494E+03      0.88940309E+03      0.22606303E+02      0.15799346E+03      0.13485695E+02      0.31859742E+00      0.19012075E+02      0.45426051E+02      0.39027016E+01      0.33352265E+02      0.43113717E+03      0.12878887E+03      0.71381948E-01      0.27904304E+02      0.28740824E+02      0.89774603E-01      0.11432843E+02      0.78637069E+00      0.45632084E+01      0.72804220E+01      0.31130874E-04      0.16638546E-27      0.68094488E-08      0.25911892E-06      0.10759020E-05      0.10462798E-07      0.30981852E-50      0.12654701E-01      0.95670593E-08      0.65739022E+01      0.53802891E+03
      2335      0.35634325E+03      0.39888437E+03      0.35392201E+03      0.12537344E+04      0.33953950E+03      0.88946725E+03      0.22451729E+02      0.15799368E+03      0.13485693E+02      0.31859796E+00      0.19011977E+02      0.45431572E+02      0.39030374E+01      0.33355713E+02      0.43117159E+03      0.12880783E+03      0.71387996E-01      0.27907021E+02      0.28740813E+02      0.87655593E-01      0.11308181E+02      0.77629275E+00      0.45465624E+01      0.72757282E+01      0.29845244E-04      0.13606778E-27      0.62612588E-08      0.23251341E-06      0.10170556E-05      0.98106669E-08      0.21945762E-50      0.12443037E-01      0.90823218E-08      0.65793394E+01      0.53802891E+03
      2336      0.35617553E+03      0.39869856E+03      0.35375382E+03      0.12538568E+04      0.33953412E+03      0.88954049E+03      0.22298899E+02      0.15799390E+03      0.13485692E+02      0.31859850E+00      0.19011900E+02      0.45438522E+02      0.39034220E+01      0.33359375E+02      0.43121219E+03      0.12882714E+03      0.71394461E-01      0.27910409E+02      0.28740802E+02      0.85590224E-01      0.11185032E+02      0.76635645E+00      0.45299980E+01      0.72710434E+01      0.28614234E-04      0.11128010E-27      0.57573399E-08      0.20864621E-06      0.96144339E-06      0.91994256E-08      0.15545115E-50      0.12235174E-01      0.86223912E-08      0.65837424E+01      0.53802891E+03
      2337      0.35600079E+03      0.39850466E+03      0.35357802E+03      0.12539920E+04      0.33952878E+03      0.88961875E+03      0.22147743E+02      0.15799411E+03      0.13485690E+02      0.31859904E+00      0.19011840E+02      0.45446033E+02      0.39038355E+01      0.33363160E+02      0.43125641E+03      0.12884663E+03      0.71401183E-01      0.27914138E+02      0.28740791E+02      0.83576432E-01      0.11063340E+02      0.75655656E+00      0.45135095E+01      0.72663660E+01      0.27435095E-04      0.91011533E-28      0.52940736E-08      0.18723335E-06      0.90888307E-06      0.86264377E-08      0.11011265E-50      0.12030975E-01      0.81859268E-08      0.65871187E+01      0.53802891E+03
      2338      0.35581881E+03      0.39830251E+03      0.35339461E+03      0.12541354E+04      0.33952349E+03      0.88970036E+03      0.21998235E+02      0.15799433E+03      0.13485689E+02      0.31859958E+00      0.19011794E+02      0.45453774E+02      0.39042697E+01      0.33367036E+02      0.43130319E+03      0.12886622E+03      0.71408101E-01      0.27918072E+02      0.28740780E+02      0.81612646E-01      0.10943071E+02      0.74688991E+00      0.44970946E+01      0.72616955E+01      0.26305460E-04      0.74437155E-28      0.48681611E-08      0.16802146E-06      0.85920522E-06      0.80892775E-08      0.77997469E-51      0.11830349E-01      0.77717008E-08      0.65899617E+01      0.53802891E+03
      2339      0.35563034E+03      0.39809300E+03      0.35320454E+03      0.12542827E+04      0.33951826E+03      0.88978387E+03      0.21850342E+02      0.15799455E+03      0.13485687E+02      0.31860012E+00      0.19011761E+02      0.45461482E+02      0.39047168E+01      0.33370969E+02      0.43135157E+03      0.12888584E+03      0.71415153E-01      0.27922094E+02      0.28740769E+02      0.79697363E-01      0.10824193E+02      0.73735352E+00      0.44807510E+01      0.72570313E+01      0.25223094E-04      0.60882954E-28      0.44765748E-08      0.15078357E-06      0.81225010E-06      0.75856785E-08      0.55248920E-51      0.11633207E-01      0.73785540E-08      0.65923927E+01      0.53802891E+03
      2340      0.35542764E+03      0.39786819E+03      0.35300247E+03      0.12543825E+04      0.33951306E+03      0.88985020E+03      0.21703647E+02      0.15799477E+03      0.13485686E+02      0.31860066E+00      0.19011711E+02      0.45465697E+02      0.39050779E+01      0.33374489E+02      0.43138915E+03      0.12890448E+03      0.71421485E-01      0.27924771E+02      0.28740758E+02      0.77825947E-01      0.10706477E+02      0.72792857E+00      0.44644487E+01      0.72523649E+01      0.24184166E-04      0.49794978E-28      0.41164067E-08      0.13531082E-06      0.76785078E-06      0.71132744E-08      0.39135156E-51      0.11439139E-01      0.70051266E-08      0.65901556E+01      0.53802891E+03
      2341      0.35521229E+03      0.39763022E+03      0.35279121E+03      0.12544083E+04      0.33950792E+03      0.88988898E+03      0.21557993E+02      0.15799499E+03      0.13485684E+02      0.31860120E+00      0.19011626E+02      0.45464892E+02      0.39052964E+01      0.33377318E+02      0.43140896E+03      0.12892153E+03      0.71426585E-01      0.27925374E+02      0.28740747E+02      0.75995285E-01      0.10589780E+02      0.71860323E+00      0.44481692E+01      0.72476910E+01      0.23185822E-04      0.40722606E-28      0.37850535E-08      0.12141906E-06      0.72585758E-06      0.66699741E-08      0.27721093E-51      0.11247881E-01      0.66502586E-08      0.65839960E+01      0.53802891E+03
      2342      0.35500127E+03      0.39739751E+03      0.35258573E+03      0.12544008E+04      0.33950282E+03      0.88991472E+03      0.21413728E+02      0.15799520E+03      0.13485683E+02      0.31860174E+00      0.19011525E+02      0.45462211E+02      0.39054441E+01      0.33379777E+02      0.43142008E+03      0.12893766E+03      0.71431031E-01      0.27925071E+02      0.28740736E+02      0.74206700E-01      0.10474230E+02      0.70938740E+00      0.44319315E+01      0.72430151E+01      0.22227663E-04      0.33301654E-28      0.34802998E-08      0.10895052E-06      0.68615138E-06      0.62541564E-08      0.19636028E-51      0.11059618E-01      0.63132109E-08      0.65798794E+01      0.53802891E+03
      2343      0.35480345E+03      0.39717961E+03      0.35239354E+03      0.12543887E+04      0.33949777E+03      0.88993777E+03      0.21270988E+02      0.15799542E+03      0.13485681E+02      0.31860228E+00      0.19011421E+02      0.45459701E+02      0.39055737E+01      0.33382107E+02      0.43142913E+03      0.12895338E+03      0.71435258E-01      0.27924670E+02      0.28740725E+02      0.72460852E-01      0.10359919E+02      0.70028802E+00      0.44157500E+01      0.72383413E+01      0.21308921E-04      0.27232795E-28      0.32000709E-08      0.97761880E-07      0.64861556E-06      0.58642369E-08      0.13909032E-51      0.10874470E-01      0.59932184E-08      0.65784655E+01      0.53802891E+03
      2344      0.35462081E+03      0.39697838E+03      0.35221550E+03      0.12543959E+04      0.33949277E+03      0.88996693E+03      0.21129873E+02      0.15799564E+03      0.13485680E+02      0.31860282E+00      0.19011328E+02      0.45458909E+02      0.39057311E+01      0.33384526E+02      0.43144185E+03      0.12896917E+03      0.71439660E-01      0.27924834E+02      0.28740714E+02      0.70758151E-01      0.10246927E+02      0.69131100E+00      0.43996377E+01      0.72336734E+01      0.20428694E-04      0.22270435E-28      0.29424399E-08      0.87723561E-07      0.61313796E-06      0.54986983E-08      0.98523584E-52      0.10692536E-01      0.56895252E-08      0.65797446E+01      0.53802891E+03
      2345      0.35445261E+03      0.39679267E+03      0.35204973E+03      0.12544478E+04      0.33948781E+03      0.89001189E+03      0.20990514E+02      0.15799585E+03      0.13485679E+02      0.31860336E+00      0.19011261E+02      0.45461402E+02      0.39059683E+01      0.33387286E+02      0.43146468E+03      0.12898557E+03      0.71444694E-01      0.27926266E+02      0.28740703E+02      0.69099170E-01      0.10135347E+02      0.68246333E+00      0.43836103E+01      0.72290162E+01      0.19586161E-04      0.18213464E-28      0.27056326E-08      0.78719078E-07      0.57961278E-06      0.51561183E-08      0.69788439E-52      0.10513934E-01      0.54014176E-08      0.65841155E+01      0.53802891E+03
      2346      0.35429132E+03      0.39661404E+03      0.35188877E+03      0.12545433E+04      0.33948289E+03      0.89007269E+03      0.20852844E+02      0.15799607E+03      0.13485677E+02      0.31860389E+00      0.19011222E+02      0.45466837E+02      0.39062877E+01      0.33390410E+02      0.43149787E+03      0.12900265E+03      0.71450409E-01      0.27928919E+02      0.28740692E+02      0.67482969E-01      0.10025177E+02      0.67374421E+00      0.43676693E+01      0.72243701E+01      0.18779776E-04      0.14896613E-28      0.24879676E-08      0.70641956E-07      0.54793304E-06      0.48350605E-08      0.49434115E-52      0.10338622E-01      0.51281043E-08      0.65895381E+01      0.53802891E+03
      2347      0.35412727E+03      0.39643195E+03      0.35172392E+03      0.12546634E+04      0.33947802E+03      0.89014265E+03      0.20716705E+02      0.15799629E+03      0.13485676E+02      0.31860443E+00      0.19011204E+02      0.45473704E+02      0.39066572E+01      0.33393757E+02      0.43153726E+03      0.12902013E+03      0.71456548E-01      0.27932245E+02      0.28740681E+02      0.65907564E-01      0.99163396E+01      0.66514725E+00      0.43518063E+01      0.72197329E+01      0.18007546E-04      0.12184414E-28      0.22878685E-08      0.63395576E-07      0.51799314E-06      0.45341132E-08      0.35016283E-52      0.10166448E-01      0.48687589E-08      0.65939263E+01      0.53802891E+03
      2348      0.35395618E+03      0.39624176E+03      0.35155144E+03      0.12547964E+04      0.33947320E+03      0.89021770E+03      0.20582035E+02      0.15799651E+03      0.13485674E+02      0.31860497E+00      0.19011200E+02      0.45481136E+02      0.39070564E+01      0.33397237E+02      0.43158031E+03      0.12903780E+03      0.71462950E-01      0.27935914E+02      0.28740670E+02      0.64371387E-01      0.98087849E+01      0.65666792E+00      0.43360157E+01      0.72151030E+01      0.17267754E-04      0.99663999E-29      0.21039006E-08      0.56893847E-07      0.48969509E-06      0.42519811E-08      0.24803521E-52      0.99972994E-02      0.46226276E-08      0.65972866E+01      0.53802891E+03
      2349      0.35377784E+03      0.39604332E+03      0.35137135E+03      0.12549376E+04      0.33946842E+03      0.89029619E+03      0.20448814E+02      0.15799673E+03      0.13485673E+02      0.31860551E+00      0.19011210E+02      0.45488802E+02      0.39074773E+01      0.33400816E+02      0.43162596E+03      0.12905561E+03      0.71469553E-01      0.27939789E+02      0.28740660E+02      0.62873241E-01      0.97024836E+01      0.64830351E+00      0.43202953E+01      0.72104798E+01      0.16558924E-04      0.81524146E-29      0.19347558E-08      0.51059956E-07      0.46294783E-06      0.39874725E-08      0.17569387E-52      0.98311006E-02      0.43890199E-08      0.66001128E+01      0.53802891E+03
      2350      0.35359301E+03      0.39583751E+03      0.35118458E+03      0.12550827E+04      0.33946368E+03      0.89037664E+03      0.20316995E+02      0.15799696E+03      0.13485671E+02      0.31860605E+00      0.19011232E+02      0.45496438E+02      0.39079120E+01      0.33404460E+02      0.43167323E+03      0.12907349E+03      0.71476297E-01      0.27943756E+02      0.28740649E+02      0.61391029E-01      0.95974080E+01      0.64005142E+00      0.43046429E+01      0.72058629E+01      0.15879662E-04      0.66687845E-29      0.17792337E-08      0.45825074E-07      0.43766546E-06      0.37394734E-08      0.12445143E-52      0.96677789E-02      0.41672839E-08      0.66025264E+01      0.53802891E+03
      2351      0.35339402E+03      0.39561648E+03      0.35098589E+03      0.12551804E+04      0.33945898E+03      0.89043998E+03      0.20186193E+02      0.15799718E+03      0.13485670E+02      0.31860659E+00      0.19011235E+02      0.45500582E+02      0.39082615E+01      0.33407700E+02      0.43170973E+03      0.12909041E+03      0.71482326E-01      0.27946377E+02      0.28740638E+02      0.59921695E-01      0.94933551E+01      0.63189537E+00      0.42890297E+01      0.72012438E+01      0.15227569E-04      0.54549512E-29      0.16361808E-08      0.41125870E-07      0.41375823E-06      0.35068208E-08      0.88154234E-53      0.95069938E-02      0.39566543E-08      0.66002622E+01      0.53802891E+03
      2352      0.35318239E+03      0.39538229E+03      0.35077799E+03      0.12552041E+04      0.33945433E+03      0.89047583E+03      0.20056288E+02      0.15799739E+03      0.13485668E+02      0.31860712E+00      0.19011203E+02      0.45499706E+02      0.39084690E+01      0.33410256E+02      0.43172849E+03      0.12910577E+03      0.71487128E-01      0.27946926E+02      0.28740627E+02      0.58484306E-01      0.93901980E+01      0.62382507E+00      0.42734380E+01      0.71966171E+01      0.14600859E-04      0.44616462E-29      0.15045646E-08      0.36906492E-07      0.39114567E-06      0.32884867E-08      0.62443388E-53      0.93485265E-02      0.37564782E-08      0.65940663E+01      0.53802891E+03
      2353      0.35297504E+03      0.39515332E+03      0.35057582E+03      0.12551945E+04      0.33944972E+03      0.89049870E+03      0.19927610E+02      0.15799761E+03      0.13485667E+02      0.31860766E+00      0.19011154E+02      0.45496953E+02      0.39086058E+01      0.33412450E+02      0.43173858E+03      0.12912023E+03      0.71491280E-01      0.27946569E+02      0.28740616E+02      0.57079871E-01      0.92880505E+01      0.61584917E+00      0.42578859E+01      0.71919884E+01      0.13999291E-04      0.36490474E-29      0.13835066E-08      0.33119097E-07      0.36976372E-06      0.30836747E-08      0.44231304E-53      0.91925309E-02      0.35663404E-08      0.65899157E+01      0.53802891E+03
      2354      0.35278092E+03      0.39493919E+03      0.35038698E+03      0.12551805E+04      0.33944515E+03      0.89051894E+03      0.19800284E+02      0.15799783E+03      0.13485665E+02      0.31860820E+00      0.19011103E+02      0.45494367E+02      0.39087244E+01      0.33414523E+02      0.43174661E+03      0.12913432E+03      0.71495219E-01      0.27946116E+02      0.28740605E+02      0.55708888E-01      0.91869940E+01      0.60797366E+00      0.42423874E+01      0.71873617E+01      0.13422392E-04      0.29844198E-29      0.12721838E-08      0.29720214E-07      0.34954969E-06      0.28916062E-08      0.31330911E-53      0.90391077E-02      0.33858109E-08      0.65884727E+01      0.53802891E+03
